"Alberta Assisted Living and Social Services
Income Support Caseload",,,,,,,,,,,,,
09-Feb,Alberta,Total Caseload,Total Caseload," 30,302 ",,,,,,,,,
09-Mar,Alberta,Total Caseload,Total Caseload," 31,610 ",,,,,,,,,
09-Apr,Alberta,Total Caseload,Total Caseload," 32,850 ",,,,,,,,,
09-May,Alberta,Total Caseload,Total Caseload," 34,143 ",,,,,,,,,
09-Jun,Alberta,Total Caseload,Total Caseload," 34,975 ",,,,,,,,,
09-Jul,Alberta,Total Caseload,Total Caseload," 35,617 ",,,,,,,,,
09-Aug,Alberta,Total Caseload,Total Caseload," 35,740 ",,,,,,,,,
09-Sep,Alberta,Total Caseload,Total Caseload," 36,438 ",,,,,,,,,
09-Oct,Alberta,Total Caseload,Total Caseload," 36,630 ",,,,,,,,,
09-Nov,Alberta,Total Caseload,Total Caseload," 36,935 ",,,,,,,,,
09-Dec,Alberta,Total Caseload,Total Caseload," 38,230 ",,,,,,,,,
10-Jan,Alberta,Total Caseload,Total Caseload," 39,315 ",,,,,,,,,
10-Feb,Alberta,Total Caseload,Total Caseload," 39,517 ",,,,,,,,,
10-Mar,Alberta,Total Caseload,Total Caseload," 40,144 ",,,,,,,,,
10-Apr,Alberta,Total Caseload,Total Caseload," 40,177 ",,,,,,,,,
10-May,Alberta,Total Caseload,Total Caseload," 39,920 ",,,,,,,,,
10-Jun,Alberta,Total Caseload,Total Caseload," 40,130 ",,,,,,,,,
10-Jul,Alberta,Total Caseload,Total Caseload," 39,814 ",,,,,,,,,
10-Aug,Alberta,Total Caseload,Total Caseload," 39,633 ",,,,,,,,,
10-Sep,Alberta,Total Caseload,Total Caseload," 39,517 ",,,,,,,,,
10-Oct,Alberta,Total Caseload,Total Caseload," 38,885 ",,,,,,,,,
10-Nov,Alberta,Total Caseload,Total Caseload," 38,712 ",,,,,,,,,
10-Dec,Alberta,Total Caseload,Total Caseload," 39,006 ",,,,,,,,,
11-Jan,Alberta,Total Caseload,Total Caseload," 39,153 ",,,,,,,,,
11-Feb,Alberta,Total Caseload,Total Caseload," 38,760 ",,,,,,,,,
11-Mar,Alberta,Total Caseload,Total Caseload," 38,952 ",,,,,,,,,
11-Apr,Alberta,Total Caseload,Total Caseload," 38,677 ",,,,,,,,,
11-May,Alberta,Total Caseload,Total Caseload," 38,386 ",,,,,,,,,
11-Jun,Alberta,Total Caseload,Total Caseload," 38,016 ",,,,,,,,,
11-Jul,Alberta,Total Caseload,Total Caseload," 36,815 ",,,,,,,,,
11-Aug,Alberta,Total Caseload,Total Caseload," 36,067 ",,,,,,,,,
11-Sep,Alberta,Total Caseload,Total Caseload," 35,398 ",,,,,,,,,
11-Oct,Alberta,Total Caseload,Total Caseload," 34,536 ",,,,,,,,,
11-Nov,Alberta,Total Caseload,Total Caseload," 34,446 ",,,,,,,,,
11-Dec,Alberta,Total Caseload,Total Caseload," 34,537 ",,,,,,,,,
12-Jan,Alberta,Total Caseload,Total Caseload," 34,882 ",,,,,,,,,
12-Feb,Alberta,Total Caseload,Total Caseload," 34,910 ",,,,,,,,,
12-Mar,Alberta,Total Caseload,Total Caseload," 34,848 ",,,,,,,,,
12-Apr,Alberta,Client Type Level,ETW - Working Total," 2,818 ",,,,,,,,,
12-Apr,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 7,240 ",,,,,,,,,
12-Apr,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,482 ",,,,,,,,,
12-Apr,Alberta,Client Type Level,BFE - Total," 15,971 ",,,,,,,,,
12-Apr,Alberta,Client Type Level,Client Caseload Total," 34,511 ",,,,,,,,,
12-Apr,Alberta,Family Composition,Single Total," 21,318 ",,,,,,,,,
12-Apr,Alberta,Family Composition,Single Parent Total," 10,759 ",,,,,,,,,
12-Apr,Alberta,Family Composition,Couples with Children Total," 1,511 ",,,,,,,,,
12-Apr,Alberta,Family Composition,Childless Couples Total, 923 ,,,,,,,,,
12-Apr,Alberta,Family Composition,All Types Total," 34,511 ",,,,,,,,,
12-May,Alberta,Client Type Level,ETW - Working Total," 2,942 ",,,,,,,,,
12-May,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 7,038 ",,,,,,,,,
12-May,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,440 ",,,,,,,,,
12-May,Alberta,Client Type Level,BFE - Total," 16,131 ",,,,,,,,,
12-May,Alberta,Client Type Level,Client Caseload Total," 34,551 ",,,,,,,,,
12-May,Alberta,Family Composition,Single Total," 21,232 ",,,,,,,,,
12-May,Alberta,Family Composition,Single Parent Total," 10,888 ",,,,,,,,,
12-May,Alberta,Family Composition,Couples with Children Total," 1,516 ",,,,,,,,,
12-May,Alberta,Family Composition,Childless Couples Total, 915 ,,,,,,,,,
12-May,Alberta,Family Composition,All Types Total," 34,551 ",,,,,,,,,
12-Jun,Alberta,Client Type Level,ETW - Working Total," 2,751 ",,,,,,,,,
12-Jun,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,930 ",,,,,,,,,
12-Jun,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,469 ",,,,,,,,,
12-Jun,Alberta,Client Type Level,BFE - Total," 16,140 ",,,,,,,,,
12-Jun,Alberta,Client Type Level,Client Caseload Total," 34,290 ",,,,,,,,,
12-Jun,Alberta,Family Composition,Single Total," 21,067 ",,,,,,,,,
12-Jun,Alberta,Family Composition,Single Parent Total," 10,860 ",,,,,,,,,
12-Jun,Alberta,Family Composition,Couples with Children Total," 1,462 ",,,,,,,,,
12-Jun,Alberta,Family Composition,Childless Couples Total, 901 ,,,,,,,,,
12-Jun,Alberta,Family Composition,All Types Total," 34,290 ",,,,,,,,,
12-Jul,Alberta,Client Type Level,ETW - Working Total," 2,621 ",,,,,,,,,
12-Jul,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,622 ",,,,,,,,,
12-Jul,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,533 ",,,,,,,,,
12-Jul,Alberta,Client Type Level,BFE - Total," 16,276 ",,,,,,,,,
12-Jul,Alberta,Client Type Level,Client Caseload Total," 34,052 ",,,,,,,,,
12-Jul,Alberta,Family Composition,Single Total," 20,941 ",,,,,,,,,
12-Jul,Alberta,Family Composition,Single Parent Total," 10,825 ",,,,,,,,,
12-Jul,Alberta,Family Composition,Couples with Children Total," 1,408 ",,,,,,,,,
12-Jul,Alberta,Family Composition,Childless Couples Total, 878 ,,,,,,,,,
12-Jul,Alberta,Family Composition,All Types Total," 34,052 ",,,,,,,,,
12-Aug,Alberta,Client Type Level,ETW - Working Total," 2,784 ",,,,,,,,,
12-Aug,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,544 ",,,,,,,,,
12-Aug,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,527 ",,,,,,,,,
12-Aug,Alberta,Client Type Level,BFE - Total," 16,489 ",,,,,,,,,
12-Aug,Alberta,Client Type Level,Client Caseload Total," 34,344 ",,,,,,,,,
12-Aug,Alberta,Family Composition,Single Total," 21,063 ",,,,,,,,,
12-Aug,Alberta,Family Composition,Single Parent Total," 10,977 ",,,,,,,,,
12-Aug,Alberta,Family Composition,Couples with Children Total," 1,424 ",,,,,,,,,
12-Aug,Alberta,Family Composition,Childless Couples Total, 880 ,,,,,,,,,
12-Aug,Alberta,Family Composition,All Types Total," 34,344 ",,,,,,,,,
12-Sep,Alberta,Client Type Level,ETW - Working Total," 2,661 ",,,,,,,,,
12-Sep,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,270 ",,,,,,,,,
12-Sep,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,390 ",,,,,,,,,
12-Sep,Alberta,Client Type Level,BFE - Total," 16,473 ",,,,,,,,,
12-Sep,Alberta,Client Type Level,Client Caseload Total," 33,794 ",,,,,,,,,
12-Sep,Alberta,Family Composition,Single Total," 20,825 ",,,,,,,,,
12-Sep,Alberta,Family Composition,Single Parent Total," 10,786 ",,,,,,,,,
12-Sep,Alberta,Family Composition,Couples with Children Total," 1,340 ",,,,,,,,,
12-Sep,Alberta,Family Composition,Childless Couples Total, 843 ,,,,,,,,,
12-Sep,Alberta,Family Composition,All Types Total," 33,794 ",,,,,,,,,
12-Oct,Alberta,Client Type Level,ETW - Working Total," 2,556 ",,,,,,,,,
12-Oct,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,068 ",,,,,,,,,
12-Oct,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,420 ",,,,,,,,,
12-Oct,Alberta,Client Type Level,BFE - Total," 16,604 ",,,,,,,,,
12-Oct,Alberta,Client Type Level,Client Caseload Total," 33,648 ",,,,,,,,,
12-Oct,Alberta,Family Composition,Single Total," 20,952 ",,,,,,,,,
12-Oct,Alberta,Family Composition,Single Parent Total," 10,541 ",,,,,,,,,
12-Oct,Alberta,Family Composition,Couples with Children Total," 1,303 ",,,,,,,,,
12-Oct,Alberta,Family Composition,Childless Couples Total, 852 ,,,,,,,,,
12-Oct,Alberta,Family Composition,All Types Total," 33,648 ",,,,,,,,,
12-Nov,Alberta,Client Type Level,ETW - Working Total," 2,641 ",,,,,,,,,
12-Nov,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,090 ",,,,,,,,,
12-Nov,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,501 ",,,,,,,,,
12-Nov,Alberta,Client Type Level,BFE - Total," 16,726 ",,,,,,,,,
12-Nov,Alberta,Client Type Level,Client Caseload Total," 33,958 ",,,,,,,,,
12-Nov,Alberta,Family Composition,Single Total," 21,281 ",,,,,,,,,
12-Nov,Alberta,Family Composition,Single Parent Total," 10,462 ",,,,,,,,,
12-Nov,Alberta,Family Composition,Couples with Children Total," 1,330 ",,,,,,,,,
12-Nov,Alberta,Family Composition,Childless Couples Total, 885 ,,,,,,,,,
12-Nov,Alberta,Family Composition,All Types Total," 33,958 ",,,,,,,,,
12-Dec,Alberta,Client Type Level,ETW - Working Total," 2,491 ",,,,,,,,,
12-Dec,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,318 ",,,,,,,,,
12-Dec,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,590 ",,,,,,,,,
12-Dec,Alberta,Client Type Level,BFE - Total," 16,692 ",,,,,,,,,
12-Dec,Alberta,Client Type Level,Client Caseload Total," 34,091 ",,,,,,,,,
12-Dec,Alberta,Family Composition,Single Total," 21,468 ",,,,,,,,,
12-Dec,Alberta,Family Composition,Single Parent Total," 10,369 ",,,,,,,,,
12-Dec,Alberta,Family Composition,Couples with Children Total," 1,348 ",,,,,,,,,
12-Dec,Alberta,Family Composition,Childless Couples Total, 906 ,,,,,,,,,
12-Dec,Alberta,Family Composition,All Types Total," 34,091 ",,,,,,,,,
13-Jan,Alberta,Client Type Level,ETW - Working Total," 2,607 ",,,,,,,,,
13-Jan,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,716 ",,,,,,,,,
13-Jan,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,660 ",,,,,,,,,
13-Jan,Alberta,Client Type Level,BFE - Total," 16,790 ",,,,,,,,,
13-Jan,Alberta,Client Type Level,Client Caseload Total," 34,773 ",,,,,,,,,
13-Jan,Alberta,Family Composition,Single Total," 21,998 ",,,,,,,,,
13-Jan,Alberta,Family Composition,Single Parent Total," 10,458 ",,,,,,,,,
13-Jan,Alberta,Family Composition,Couples with Children Total," 1,400 ",,,,,,,,,
13-Jan,Alberta,Family Composition,Childless Couples Total, 917 ,,,,,,,,,
13-Jan,Alberta,Family Composition,All Types Total," 34,773 ",,,,,,,,,
13-Feb,Alberta,Client Type Level,ETW - Working Total," 2,660 ",,,,,,,,,
13-Feb,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,570 ",,,,,,,,,
13-Feb,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,441 ",,,,,,,,,
13-Feb,Alberta,Client Type Level,BFE - Total," 16,912 ",,,,,,,,,
13-Feb,Alberta,Client Type Level,Client Caseload Total," 34,583 ",,,,,,,,,
13-Feb,Alberta,Family Composition,Single Total," 22,055 ",,,,,,,,,
13-Feb,Alberta,Family Composition,Single Parent Total," 10,292 ",,,,,,,,,
13-Feb,Alberta,Family Composition,Couples with Children Total," 1,360 ",,,,,,,,,
13-Feb,Alberta,Family Composition,Childless Couples Total, 876 ,,,,,,,,,
13-Feb,Alberta,Family Composition,All Types Total," 34,583 ",,,,,,,,,
13-Mar,Alberta,Client Type Level,ETW - Working Total," 2,625 ",,,,,,,,,
13-Mar,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,368 ",,,,,,,,,
13-Mar,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,277 ",,,,,,,,,
13-Mar,Alberta,Client Type Level,BFE - Total," 16,958 ",,,,,,,,,
13-Mar,Alberta,Client Type Level,Client Caseload Total," 34,228 ",,,,,,,,,
13-Mar,Alberta,Family Composition,Single Total," 21,929 ",,,,,,,,,
13-Mar,Alberta,Family Composition,Single Parent Total," 10,086 ",,,,,,,,,
13-Mar,Alberta,Family Composition,Couples with Children Total," 1,340 ",,,,,,,,,
13-Mar,Alberta,Family Composition,Childless Couples Total, 873 ,,,,,,,,,
13-Mar,Alberta,Family Composition,All Types Total," 34,228 ",,,,,,,,,
13-Apr,Alberta,Client Type Level,ETW - Working Total," 2,647 ",,,,,,,,,
13-Apr,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,171 ",,,,,,,,,
13-Apr,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,191 ",,,,,,,,,
13-Apr,Alberta,Client Type Level,BFE - Total," 17,009 ",,,,,,,,,
13-Apr,Alberta,Client Type Level,Client Caseload Total," 34,018 ",,,,,,,,,
13-Apr,Alberta,Family Composition,Single Total," 21,867 ",,,,,,,,,
13-Apr,Alberta,Family Composition,Single Parent Total," 9,982 ",,,,,,,,,
13-Apr,Alberta,Family Composition,Couples with Children Total," 1,317 ",,,,,,,,,
13-Apr,Alberta,Family Composition,Childless Couples Total, 852 ,,,,,,,,,
13-Apr,Alberta,Family Composition,All Types Total," 34,018 ",,,,,,,,,
13-May,Alberta,Client Type Level,ETW - Working Total," 2,655 ",,,,,,,,,
13-May,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,100 ",,,,,,,,,
13-May,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,146 ",,,,,,,,,
13-May,Alberta,Client Type Level,BFE - Total," 17,126 ",,,,,,,,,
13-May,Alberta,Client Type Level,Client Caseload Total," 34,027 ",,,,,,,,,
13-May,Alberta,Family Composition,Single Total," 21,894 ",,,,,,,,,
13-May,Alberta,Family Composition,Single Parent Total," 10,009 ",,,,,,,,,
13-May,Alberta,Family Composition,Couples with Children Total," 1,289 ",,,,,,,,,
13-May,Alberta,Family Composition,Childless Couples Total, 835 ,,,,,,,,,
13-May,Alberta,Family Composition,All Types Total," 34,027 ",,,,,,,,,
13-Jun,Alberta,Client Type Level,ETW - Working Total," 2,384 ",,,,,,,,,
13-Jun,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,946 ",,,,,,,,,
13-Jun,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,082 ",,,,,,,,,
13-Jun,Alberta,Client Type Level,BFE - Total," 17,081 ",,,,,,,,,
13-Jun,Alberta,Client Type Level,Client Caseload Total," 33,493 ",,,,,,,,,
13-Jun,Alberta,Family Composition,Single Total," 21,539 ",,,,,,,,,
13-Jun,Alberta,Family Composition,Single Parent Total," 9,950 ",,,,,,,,,
13-Jun,Alberta,Family Composition,Couples with Children Total," 1,224 ",,,,,,,,,
13-Jun,Alberta,Family Composition,Childless Couples Total, 780 ,,,,,,,,,
13-Jun,Alberta,Family Composition,All Types Total," 33,493 ",,,,,,,,,
13-Jul,Alberta,Client Type Level,ETW - Working Total," 2,386 ",,,,,,,,,
13-Jul,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,790 ",,,,,,,,,
13-Jul,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,179 ",,,,,,,,,
13-Jul,Alberta,Client Type Level,BFE - Total," 17,142 ",,,,,,,,,
13-Jul,Alberta,Client Type Level,Client Caseload Total," 33,497 ",,,,,,,,,
13-Jul,Alberta,Family Composition,Single Total," 21,458 ",,,,,,,,,
13-Jul,Alberta,Family Composition,Single Parent Total," 9,988 ",,,,,,,,,
13-Jul,Alberta,Family Composition,Couples with Children Total," 1,234 ",,,,,,,,,
13-Jul,Alberta,Family Composition,Childless Couples Total, 817 ,,,,,,,,,
13-Jul,Alberta,Family Composition,All Types Total," 33,497 ",,,,,,,,,
13-Aug,Alberta,Client Type Level,ETW - Working Total," 2,443 ",,,,,,,,,
13-Aug,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,770 ",,,,,,,,,
13-Aug,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,087 ",,,,,,,,,
13-Aug,Alberta,Client Type Level,BFE - Total," 17,142 ",,,,,,,,,
13-Aug,Alberta,Client Type Level,Client Caseload Total," 33,442 ",,,,,,,,,
13-Aug,Alberta,Family Composition,Single Total," 21,435 ",,,,,,,,,
13-Aug,Alberta,Family Composition,Single Parent Total," 9,980 ",,,,,,,,,
13-Aug,Alberta,Family Composition,Couples with Children Total," 1,237 ",,,,,,,,,
13-Aug,Alberta,Family Composition,Childless Couples Total, 790 ,,,,,,,,,
13-Aug,Alberta,Family Composition,All Types Total," 33,442 ",,,,,,,,,
13-Sep,Alberta,Client Type Level,ETW - Working Total," 2,365 ",,,,,,,,,
13-Sep,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,540 ",,,,,,,,,
13-Sep,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 7,951 ",,,,,,,,,
13-Sep,Alberta,Client Type Level,BFE - Total," 17,055 ",,,,,,,,,
13-Sep,Alberta,Client Type Level,Client Caseload Total," 32,911 ",,,,,,,,,
13-Sep,Alberta,Family Composition,Single Total," 21,137 ",,,,,,,,,
13-Sep,Alberta,Family Composition,Single Parent Total," 9,792 ",,,,,,,,,
13-Sep,Alberta,Family Composition,Couples with Children Total," 1,211 ",,,,,,,,,
13-Sep,Alberta,Family Composition,Childless Couples Total, 771 ,,,,,,,,,
13-Sep,Alberta,Family Composition,All Types Total," 32,911 ",,,,,,,,,
13-Oct,Alberta,Client Type Level,ETW - Working Total," 2,321 ",,,,,,,,,
13-Oct,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,474 ",,,,,,,,,
13-Oct,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 7,816 ",,,,,,,,,
13-Oct,Alberta,Client Type Level,BFE - Total," 17,048 ",,,,,,,,,
13-Oct,Alberta,Client Type Level,Client Caseload Total," 32,659 ",,,,,,,,,
13-Oct,Alberta,Family Composition,Single Total," 21,071 ",,,,,,,,,
13-Oct,Alberta,Family Composition,Single Parent Total," 9,587 ",,,,,,,,,
13-Oct,Alberta,Family Composition,Couples with Children Total," 1,240 ",,,,,,,,,
13-Oct,Alberta,Family Composition,Childless Couples Total, 761 ,,,,,,,,,
13-Oct,Alberta,Family Composition,All Types Total," 32,659 ",,,,,,,,,
13-Nov,Alberta,Client Type Level,ETW - Working Total," 2,286 ",,,,,,,,,
13-Nov,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,425 ",,,,,,,,,
13-Nov,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 7,973 ",,,,,,,,,
13-Nov,Alberta,Client Type Level,BFE - Total," 16,997 ",,,,,,,,,
13-Nov,Alberta,Client Type Level,Client Caseload Total," 32,681 ",,,,,,,,,
13-Nov,Alberta,Family Composition,Single Total," 21,204 ",,,,,,,,,
13-Nov,Alberta,Family Composition,Single Parent Total," 9,478 ",,,,,,,,,
13-Nov,Alberta,Family Composition,Couples with Children Total," 1,226 ",,,,,,,,,
13-Nov,Alberta,Family Composition,Childless Couples Total, 773 ,,,,,,,,,
13-Nov,Alberta,Family Composition,All Types Total," 32,681 ",,,,,,,,,
13-Dec,Alberta,Client Type Level,ETW - Working Total," 2,059 ",,,,,,,,,
13-Dec,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 5,563 ",,,,,,,,,
13-Dec,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,174 ",,,,,,,,,
13-Dec,Alberta,Client Type Level,BFE - Total," 17,006 ",,,,,,,,,
13-Dec,Alberta,Client Type Level,Client Caseload Total," 32,802 ",,,,,,,,,
13-Dec,Alberta,Family Composition,Single Total," 21,341 ",,,,,,,,,
13-Dec,Alberta,Family Composition,Single Parent Total," 9,392 ",,,,,,,,,
13-Dec,Alberta,Family Composition,Couples with Children Total," 1,261 ",,,,,,,,,
13-Dec,Alberta,Family Composition,Childless Couples Total, 808 ,,,,,,,,,
13-Dec,Alberta,Family Composition,All Types Total," 32,802 ",,,,,,,,,
14-Jan,Alberta,Client Type Level,ETW - Working Total," 2,096 ",,,,,,,,,
14-Jan,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,106 ",,,,,,,,,
14-Jan,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,185 ",,,,,,,,,
14-Jan,Alberta,Client Type Level,BFE - Total," 17,082 ",,,,,,,,,
14-Jan,Alberta,Client Type Level,Client Caseload Total," 33,469 ",,,,,,,,,
14-Jan,Alberta,Family Composition,Single Total," 21,857 ",,,,,,,,,
14-Jan,Alberta,Family Composition,Single Parent Total," 9,512 ",,,,,,,,,
14-Jan,Alberta,Family Composition,Couples with Children Total," 1,290 ",,,,,,,,,
14-Jan,Alberta,Family Composition,Childless Couples Total, 810 ,,,,,,,,,
14-Jan,Alberta,Family Composition,All Types Total," 33,469 ",,,,,,,,,
14-Feb,Alberta,Client Type Level,ETW - Working Total," 2,177 ",,,,,,,,,
14-Feb,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,073 ",,,,,,,,,
14-Feb,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,035 ",,,,,,,,,
14-Feb,Alberta,Client Type Level,BFE - Total," 17,058 ",,,,,,,,,
14-Feb,Alberta,Client Type Level,Client Caseload Total," 33,343 ",,,,,,,,,
14-Feb,Alberta,Family Composition,Single Total," 21,970 ",,,,,,,,,
14-Feb,Alberta,Family Composition,Single Parent Total," 9,315 ",,,,,,,,,
14-Feb,Alberta,Family Composition,Couples with Children Total," 1,267 ",,,,,,,,,
14-Feb,Alberta,Family Composition,Childless Couples Total, 791 ,,,,,,,,,
14-Feb,Alberta,Family Composition,All Types Total," 33,343 ",,,,,,,,,
14-Mar,Alberta,Client Type Level,ETW - Working Total," 2,185 ",,,,,,,,,
14-Mar,Alberta,Client Type Level,ETW - Not Working (Available for Work) Total," 6,126 ",,,,,,,,,
14-Mar,Alberta,Client Type Level,ETW - Not Working (Unavailable for Work) Total," 8,024 ",,,,,,,,,
14-Mar,Alberta,Client Type Level,BFE - Total," 17,124 ",,,,,,,,,
14-Mar,Alberta,Client Type Level,Client Caseload Total," 33,459 ",,,,,,,,,
14-Mar,Alberta,Family Composition,Single Total," 22,132 ",,,,,,,,,
14-Mar,Alberta,Family Composition,Single Parent Total," 9,285 ",,,,,,,,,
14-Mar,Alberta,Family Composition,Couples with Children Total," 1,262 ",,,,,,,,,
14-Mar,Alberta,Family Composition,Childless Couples Total, 780 ,,,,,,,,,
14-Mar,Alberta,Family Composition,All Types Total," 33,459 ",,,,,,,,,
14-Apr,Alberta,Client Type Level,ETW - Working Total," 2,286 ",,,,,,,,,
